amount,hour,sender_state,receiver_state,sender_bank,receiver_bank,transaction_type,past_txn_count_7d,past_avg_amount_7d,device_type,is_vpa_verified,fraud_flag
1212.8369666158278,15,GA,UP,KOTAK,SBI,P2P,2,477.0334107934948,iOS,1,0
744.6600686374652,6,KA,AP,ICICI,CANARA,P2P,11,1002.6680779217459,Android,1,0
428.3708571746655,17,HR,HR,UBI,PNB,P2P,10,563.1351403587624,Android,1,0
9245.809099066617,4,MP,HR,CANARA,UBI,P2M,3,763.0267493346613,iOS,0,1
1085.2604609536031,6,DL,GJ,KOTAK,CANARA,P2P,15,1267.2637847954356,Android,0,0
633.094671020832,7,AP,DL,PNB,CANARA,P2P,24,1154.3245541000508,Android,1,0
1213.5943663301632,10,HR,GJ,BOI,IDBI,P2M,1,351.0442474469589,iOS,1,0
654.609581753357,11,MH,MP,CANARA,KOTAK,P2M,20,270.9044947090142,Android,0,0
3612.589971221881,0,WB,KL,UBI,SBI,P2M,3,914.2399464051648,Android,0,1
602.5826957171159,11,AP,HR,AXIS,CANARA,P2M,17,74.42706332046441,Android,0,0
1257.1839286357417,13,DL,MH,AXIS,BOI,P2P,21,542.8082783796732,iOS,1,0
2522.808004129797,0,WB,KA,CANARA,CANARA,P2M,5,581.3433308550838,Android,0,1
6334.052849519908,2,TN,DL,AXIS,CANARA,P2M,3,1008.6605992456389,Android,0,1
1634.763688420038,7,HR,TN,PNB,HDFC,P2P,1,850.1386535277786,Android,1,0
4000.889576946622,4,KL,MH,AXIS,ICICI,P2M,0,1.0,Android,1,1
5334.071981691288,22,MP,MH,HDFC,UBI,P2P,4,534.8547558702298,iOS,0,1
5050.794301475186,22,UP,MH,PNB,BOI,P2M,4,830.8785523818335,Android,0,1
5432.138597180528,3,TS,UP,SBI,CANARA,P2M,1,913.122073961297,Android,0,1
765.0733283009885,11,WB,AP,PNB,BOI,P2M,17,184.28363511826933,iOS,1,0
8539.221374873045,0,GJ,DL,PNB,BOI,P2M,5,853.2715233614649,Android,0,1
5885.858283552598,0,MP,GA,AXIS,HDFC,P2M,0,1.0,iOS,0,1
785.3187536194823,12,BR,KL,AXIS,SBI,P2M,7,885.1799743970982,iOS,1,0
698.2292785567595,17,GJ,MP,PNB,AXIS,P2M,22,1001.0383591046534,Android,1,0
6293.9753303239995,3,WB,TN,CANARA,SBI,P2M,4,1519.1111218114456,Android,0,1
1952.3897404560591,12,MH,DL,PNB,KOTAK,P2P,19,647.2298655898273,iOS,1,0
437.37298506829455,20,RJ,GA,HDFC,AXIS,P2P,15,664.0742299822563,Android,1,0
751.7193030505092,21,DL,MP,AXIS,SBI,P2M,29,1056.1395363099718,Android,1,0
752.202954604196,19,KL,DL,HDFC,UBI,P2M,3,1138.0840330017638,iOS,1,0
10006.445767555182,22,AP,GJ,UBI,IDBI,P2M,2,390.5800729198926,iOS,0,1
921.8387386480796,16,UP,BR,SBI,ICICI,P2P,24,281.77417901440583,iOS,1,0
995.2573314272229,6,AP,GJ,PNB,HDFC,P2P,27,858.6397886992933,Android,1,0
1021.1703730119234,20,KA,TS,BOI,AXIS,P2P,29,998.8880195449979,iOS,1,0
3805.4582876448753,0,DL,KL,UBI,PNB,P2M,1,602.5105715711242,Android,0,1
8031.102463931091,23,TS,MH,AXIS,HDFC,P2M,5,822.2901078737252,Android,0,1
676.8513561924074,17,GJ,HR,IDBI,KOTAK,P2P,26,1085.2829576521076,iOS,1,0
4878.826706780527,1,GJ,HR,KOTAK,UBI,P2M,3,668.007361106299,Android,1,1
794.9067755576954,18,RJ,KA,PNB,PNB,P2P,20,683.6908439255288,Android,1,0
979.0490631383035,12,WB,TS,PNB,BOI,P2P,21,847.4744001078876,Android,1,0
1043.9972012051644,10,RJ,KA,PNB,BOI,P2P,16,784.129058367417,Android,1,0
1155.0129986891798,13,GJ,TS,AXIS,UBI,P2M,14,1093.8858426073893,Android,1,0
422.8050690211081,8,MP,MP,PNB,UBI,P2M,11,600.0071302324767,FeaturePhone,1,0
4922.95487814499,3,KL,KL,IDBI,ICICI,P2M,3,664.4503981734811,Android,0,1
1092.138303469429,20,AP,BR,ICICI,KOTAK,P2P,11,372.8361213347673,Android,1,0
563.5512811656718,19,UP,TS,BOI,PNB,P2M,2,486.60558384315306,Android,0,0
1806.7559978778554,20,DL,DL,BOI,CANARA,P2P,18,718.2195106010911,Android,0,0
1305.9885914314375,20,AP,MP,UBI,PNB,P2M,22,873.691853834009,iOS,0,0
1126.2808508796402,8,WB,MH,KOTAK,HDFC,P2M,26,1014.9213511796424,Android,1,0
9112.057707812814,23,TN,TS,BOI,IDBI,P2M,5,622.6664739057404,iOS,0,1
3180.8785561208933,3,DL,MP,IDBI,SBI,P2P,1,939.4692616401812,Android,0,1
543.2471206885067,11,MP,KA,UBI,AXIS,P2P,23,866.4964163569381,Android,1,0
1417.7004738214073,18,WB,GA,PNB,UBI,P2P,14,1184.4798333802976,Android,1,0
200.0,2,TN,KA,CANARA,ICICI,P2M,1,846.5482069103599,Android,0,1
706.5190493820785,18,HR,BR,UBI,CANARA,P2P,8,338.2548363722389,Android,1,0
962.5527100079571,20,HR,TN,SBI,CANARA,P2P,13,482.11625458679015,iOS,1,0
1231.3927139556001,13,RJ,TS,AXIS,HDFC,P2M,11,771.5162370010516,Android,1,0
811.8847652180871,13,DL,GJ,IDBI,AXIS,P2M,19,597.6639309528622,iOS,1,0
1163.318951835847,16,RJ,MP,SBI,PNB,P2P,24,738.2265921663798,iOS,1,0
902.9616197702551,17,DL,GA,BOI,PNB,P2M,9,1040.2133880029899,Android,1,0
1265.5856467260144,14,MH,TS,IDBI,BOI,P2P,12,655.5529899437829,Android,1,0
1302.067810047558,7,TS,AP,KOTAK,AXIS,P2P,28,336.7325684026737,Android,0,0
5398.206393930943,3,WB,TN,ICICI,BOI,P2M,1,795.1195991750016,Android,0,1
1315.8891259274178,15,KA,AP,BOI,BOI,P2M,3,566.2554042904095,Android,1,0
802.1819359788703,19,GJ,HR,HDFC,SBI,Refund,11,765.2167764506684,Android,1,0
1054.9428004784222,10,GA,UP,HDFC,UBI,P2M,15,823.8109743172945,iOS,1,0
1174.1037436505608,18,AP,MH,BOI,UBI,Refund,21,834.656253659515,Android,1,0
3560.9811703595547,1,MP,GA,UBI,AXIS,P2M,2,997.3214358103911,Android,1,1
775.5652237578687,8,MH,HR,PNB,CANARA,P2P,7,952.8849933583119,Android,0,0
813.8084782631466,18,RJ,AP,HDFC,ICICI,P2P,10,504.31212851782266,Android,1,0
304.2515912110214,17,KL,KA,AXIS,ICICI,P2M,13,940.5128044991227,iOS,1,0
1431.211635461972,15,DL,KA,ICICI,PNB,P2P,8,491.128276085228,Android,1,0
5411.821682979367,3,KA,GA,KOTAK,BOI,P2M,3,710.9805617841812,Android,0,1
4375.459133664004,23,GA,WB,IDBI,CANARA,P2M,2,461.4402674975471,iOS,0,1
1399.380428815594,6,WB,AP,AXIS,UBI,P2P,5,1150.8126175816838,Android,1,0
548.7655256943788,7,RJ,RJ,IDBI,IDBI,P2P,25,760.5391019100157,Android,1,0
846.9947231400478,13,MP,WB,PNB,CANARA,P2P,4,893.2669790419519,Android,1,0
7662.4453589439845,0,WB,MP,IDBI,BOI,P2M,4,923.0818931212765,iOS,0,1
956.2693267388692,12,DL,HR,PNB,UBI,P2P,29,1100.2416462969366,Android,1,0
966.4829349175792,17,AP,UP,IDBI,HDFC,P2M,6,1118.7194274730123,Android,1,0
7127.179736970149,1,DL,MH,IDBI,BOI,P2P,2,1254.1402300372579,Android,0,1
1222.0894294440518,17,MP,GJ,AXIS,UBI,P2P,28,644.3351231549907,Android,1,0
435.6360232922146,21,TS,KL,UBI,HDFC,P2P,20,567.0483575439588,iOS,1,0
826.2836021382709,9,HR,TN,PNB,UBI,P2M,2,1082.3997443722983,Android,1,0
1136.4078728790905,15,HR,BR,BOI,ICICI,P2P,21,1133.7402866108973,FeaturePhone,0,0
541.1596595481352,9,MP,WB,UBI,SBI,P2P,20,1257.5911088439996,iOS,0,0
766.4692283742148,11,TN,TS,CANARA,HDFC,P2P,5,849.1370837915622,Android,1,0
8941.969337906292,4,GJ,AP,KOTAK,HDFC,P2M,1,1300.582971581113,iOS,1,1
1240.47814156489,17,DL,GA,BOI,IDBI,P2P,27,271.99626697735414,iOS,1,0
1302.7814649118732,9,RJ,KL,CANARA,AXIS,P2P,6,878.0709075398494,Android,1,0
1569.357065610864,23,UP,TS,ICICI,IDBI,P2M,5,1011.0525382994963,Android,0,1
665.3833882714141,16,TN,RJ,UBI,PNB,P2P,22,635.0115874333666,iOS,1,0
1501.6150451769226,11,GA,MH,CANARA,PNB,P2M,2,928.9776238374383,iOS,1,0
1235.3826713876758,13,DL,MH,CANARA,CANARA,P2P,20,877.3279862360006,Android,1,0
4582.237211606853,0,TN,UP,HDFC,KOTAK,P2M,5,1088.4794711678292,Android,0,1
5206.920269216158,23,KL,BR,AXIS,UBI,P2M,0,889.3789172958213,iOS,0,1
616.1680777637921,19,UP,WB,AXIS,ICICI,P2M,13,1112.3356450908177,Android,1,0
1001.1020641506669,11,KA,UP,SBI,IDBI,P2P,8,666.5853463974267,iOS,1,0
706.0306278257117,7,AP,KA,KOTAK,KOTAK,P2M,13,905.2358292027436,Android,1,0
820.5966945638473,11,GA,HR,KOTAK,AXIS,P2M,17,254.23893059520742,Android,1,0
664.5880793312658,17,DL,GA,AXIS,PNB,P2P,2,931.3520820506059,FeaturePhone,1,0
828.9933313773679,21,KL,BR,HDFC,AXIS,P2P,14,1391.7094332801134,Android,1,0
1021.3528043032622,6,KL,MH,CANARA,SBI,P2P,9,838.4986681708859,Android,1,0
885.4289078134514,15,KA,WB,IDBI,ICICI,P2M,23,723.0841981398393,Android,1,0
8654.944123251393,3,WB,MP,KOTAK,UBI,P2M,0,640.9145434577488,Android,0,1
4272.834588271006,4,WB,GJ,BOI,AXIS,P2P,1,159.1590119917562,Android,0,1
4776.611318036227,22,HR,MH,UBI,AXIS,P2P,4,279.233111097189,Android,0,1
534.7162830122104,20,GJ,GJ,BOI,PNB,P2M,13,1519.6233995088148,Android,1,0
1280.9067297036977,20,KL,HR,CANARA,KOTAK,P2P,29,728.6317857611053,iOS,1,0
880.8971935741357,7,KA,GA,UBI,PNB,P2M,2,1014.0486450889362,iOS,1,0
867.1728252083404,14,WB,AP,HDFC,CANARA,P2P,4,868.7612921043122,Android,1,0
1389.9375658959057,21,TS,WB,BOI,ICICI,P2P,19,1222.5031035523311,Android,1,0
7513.450244081408,3,MP,MH,SBI,IDBI,P2M,4,131.52747334083733,Android,0,1
2323.9337720020467,0,TS,UP,CANARA,PNB,P2M,4,382.1410518509289,FeaturePhone,0,1
1112.8857069935816,13,BR,KL,UBI,IDBI,P2M,4,474.28643851309283,Android,1,0
1006.8129146256857,21,MH,UP,AXIS,HDFC,Refund,6,1167.4981944205397,Android,1,0
10284.855760334845,0,TN,DL,ICICI,ICICI,P2M,2,198.6637086973696,Android,0,1
912.5310378473638,15,UP,DL,ICICI,HDFC,P2M,5,1027.0817156501785,iOS,1,0
8607.875626251443,4,TS,BR,HDFC,IDBI,P2M,3,867.0719199287054,Android,1,1
200.0,2,KA,HR,UBI,AXIS,P2P,5,881.4722973804151,Android,0,1
4176.785873248036,23,RJ,TS,ICICI,SBI,P2P,4,607.5317934963612,Android,0,1
7317.504097603812,4,UP,KL,IDBI,KOTAK,P2M,3,314.08373192063704,Android,0,1
962.6609788307399,12,KA,RJ,IDBI,PNB,P2M,12,856.3158615797485,Android,1,0
7163.838843438931,1,RJ,RJ,PNB,HDFC,P2M,0,1564.0795500159943,Android,0,1
7746.508521748292,2,MP,MH,SBI,AXIS,P2P,1,1293.747248512235,FeaturePhone,0,1
520.5736164407424,13,BR,RJ,IDBI,CANARA,P2M,22,879.3862408287395,Android,1,0
5478.690902208774,2,HR,DL,KOTAK,BOI,P2M,4,1000.4614082860362,iOS,1,1
825.1196576518881,16,MP,HR,SBI,HDFC,P2P,22,808.3126370056723,Android,0,0
134.53507546243384,12,DL,WB,CANARA,BOI,P2P,3,784.2687788530817,Android,1,0
2169.742538184447,0,DL,TN,BOI,ICICI,P2M,1,644.5383782015401,iOS,0,1
8503.681268718845,4,KL,KA,IDBI,KOTAK,P2P,3,1132.6935076309014,Android,0,1
3188.153992387336,1,TS,MH,KOTAK,AXIS,P2M,2,903.5867805244242,iOS,0,1
3980.707703050516,4,GJ,DL,HDFC,IDBI,P2M,3,917.523795669116,iOS,0,1
1261.670421478495,11,BR,GA,AXIS,KOTAK,P2P,12,670.5840939680812,Android,1,0
762.9773232881026,6,AP,BR,HDFC,KOTAK,P2P,7,786.9280304111282,Android,1,0
1074.0296065612645,10,HR,RJ,PNB,IDBI,P2M,11,1157.7263363109416,Android,1,0
351.8416343133657,12,HR,GA,ICICI,KOTAK,P2M,19,413.95764333686225,Android,1,0
5001.119563489007,4,DL,MH,ICICI,IDBI,P2P,3,1.0,Android,1,1
7427.132596542718,22,HR,AP,ICICI,AXIS,P2M,0,498.6090431140444,Android,0,1
200.0,23,GA,GJ,SBI,CANARA,P2M,3,726.2010679087246,Android,0,1
5313.605941797557,2,KL,MP,CANARA,ICICI,P2M,1,616.1540237398051,Android,0,1
947.8653556799193,14,BR,KA,CANARA,HDFC,P2P,5,993.8717630203123,Android,1,0
2346.435069218542,2,TN,KA,UBI,UBI,P2M,2,969.0690741180881,Android,0,1
740.8614848319303,15,BR,DL,CANARA,PNB,P2P,7,940.4388579845178,iOS,1,0
4302.508904623257,1,KA,UP,ICICI,PNB,P2P,5,1498.9480373436054,Android,0,1
679.602892284579,3,WB,HR,PNB,AXIS,P2M,3,872.4265447677284,Android,0,1
6486.583735546361,2,AP,WB,CANARA,AXIS,P2M,1,695.7718537439848,Android,1,1
4525.510127681229,1,KA,GA,CANARA,AXIS,P2M,5,840.4039031404029,Android,1,1
930.9698574479125,20,WB,DL,HDFC,KOTAK,P2P,19,743.0470159459371,Android,1,0
4047.5186496704914,23,UP,UP,UBI,ICICI,P2M,1,355.5292495014306,Android,0,1
1281.5452615247088,9,GJ,KL,HDFC,PNB,P2M,1,277.51398936485725,iOS,0,0
126.87046858443034,10,HR,AP,KOTAK,PNB,P2P,1,529.2035461795703,Android,1,0
526.2894014982853,13,MH,RJ,SBI,IDBI,P2M,12,1302.6108128319963,Android,1,0
1337.5168049654858,11,RJ,KL,HDFC,UBI,P2P,5,764.8794611853692,iOS,1,0
1190.0844142282588,8,KA,TS,PNB,UBI,P2M,22,1039.2185859990288,Android,1,0
1474.6447934862908,22,KL,BR,HDFC,KOTAK,P2M,0,671.8408725505443,Android,0,1
6489.622701154228,2,UP,MP,SBI,IDBI,P2M,0,1362.7355856634276,Android,1,1
554.0486197724731,9,AP,UP,HDFC,CANARA,Refund,21,544.347658680659,Android,1,0
253.46381424505716,7,KL,MH,CANARA,BOI,P2P,11,442.58820617967643,iOS,1,0
862.8151091242773,15,GJ,RJ,PNB,SBI,P2P,10,1013.8949763904966,Android,1,0
945.4204588958244,11,WB,AP,BOI,BOI,Refund,22,601.9752042466791,Android,1,0
622.8816518491262,13,TS,BR,HDFC,HDFC,P2P,20,1464.1439873725308,Android,1,0
4502.985019145778,23,RJ,RJ,IDBI,ICICI,P2M,1,665.3029581336039,Android,0,1
6173.532541416288,1,UP,AP,KOTAK,UBI,P2M,1,1357.958855897782,iOS,0,1
917.4326146360768,13,TS,DL,ICICI,CANARA,P2M,15,1225.2633470632716,Android,1,0
8301.970185371283,3,GJ,WB,PNB,BOI,P2M,2,88.3965389271691,Android,0,1
728.6059911567686,8,MP,KA,BOI,CANARA,P2M,12,509.3475922328776,Android,1,0
4303.162373998546,4,RJ,TS,UBI,IDBI,P2M,0,416.37473956707,Android,0,1
564.4864058023618,21,AP,AP,IDBI,PNB,P2P,12,1359.6494702956056,FeaturePhone,1,0
867.8506133264666,10,GA,AP,IDBI,HDFC,P2P,7,1157.0066964827754,Android,1,0
3239.8978251089484,4,KA,KA,KOTAK,IDBI,P2M,2,1.0,Android,0,1
877.9552554314781,11,MP,DL,PNB,KOTAK,P2P,22,906.9369759140653,Android,0,0
1072.5462906906525,11,WB,KA,ICICI,SBI,P2P,26,872.4491230687327,Android,1,0
2927.7786505053755,22,DL,AP,KOTAK,SBI,P2M,1,461.1425685101134,iOS,0,1
8517.563841274103,0,GA,GA,HDFC,KOTAK,P2M,4,507.041754728329,Android,0,1
871.5930391188813,6,KA,TN,UBI,ICICI,P2P,10,678.9734707430816,iOS,1,0
3727.918568038721,2,MP,MH,PNB,HDFC,P2M,1,822.5593213197152,iOS,1,1
925.1362381539639,15,WB,KL,BOI,SBI,P2P,14,692.966529676881,iOS,1,0
9291.24157116815,2,MH,GJ,KOTAK,UBI,P2M,2,1020.7975356778254,iOS,0,1
8013.252775538898,1,RJ,WB,KOTAK,ICICI,P2M,0,887.1935118371873,iOS,0,1
758.1443381910921,18,MH,DL,KOTAK,ICICI,P2M,13,1178.3935703450156,iOS,1,0
1222.6216808226714,14,AP,MH,ICICI,UBI,P2P,18,453.8881618414605,Android,0,0
6995.729823174127,4,RJ,RJ,ICICI,CANARA,P2M,2,823.889818723102,Android,1,1
1360.7617309405941,20,TN,GJ,ICICI,SBI,P2P,23,1395.4202674903868,Android,1,0
664.5719967937309,15,TN,HR,SBI,KOTAK,P2M,20,655.2649366683584,Android,1,0
5857.346958260893,4,MP,GJ,IDBI,KOTAK,P2M,1,777.0532179484783,Android,0,1
8061.631024028115,23,KA,BR,KOTAK,IDBI,P2M,4,1020.7281318101512,Android,0,1
5198.982071279918,3,GA,TS,KOTAK,AXIS,P2P,3,345.4236671588046,Android,1,1
5955.591766004648,1,BR,HR,AXIS,AXIS,P2M,2,317.7340364546004,Android,1,1
2554.940116553927,4,HR,BR,SBI,PNB,P2M,1,1010.2225952968865,Android,0,1
1397.0216543141282,14,GJ,RJ,ICICI,PNB,P2P,16,1078.1871110275274,Android,1,0
7931.686057514919,23,AP,TS,IDBI,UBI,P2M,4,508.4645069169121,Android,1,1
1086.8432782755174,15,AP,BR,UBI,UBI,P2M,27,799.151842576484,Android,1,0
4538.026472486799,1,WB,MP,AXIS,CANARA,P2P,2,598.9030364015542,Android,1,1
1017.5935566410055,10,UP,GJ,BOI,AXIS,P2P,15,908.0358204463797,iOS,0,0
685.1760911486576,9,KL,KA,SBI,PNB,P2P,3,478.8356461875104,Android,0,0
1036.8022834511523,17,UP,AP,AXIS,AXIS,P2M,24,1436.8436088496205,Android,1,0
9187.910135734344,3,UP,UP,CANARA,UBI,P2M,4,1454.8961021187893,Android,0,1
682.5280184325438,16,KL,MP,BOI,BOI,P2M,20,1407.1631060948075,Android,1,0
1164.4226862214516,6,UP,TS,UBI,UBI,P2M,7,635.4902946846231,iOS,1,0
1046.9684658023084,16,DL,MH,ICICI,CANARA,P2M,24,1224.7923190203437,iOS,1,0
3876.1051370269324,1,AP,KL,ICICI,BOI,P2M,1,587.445863524434,iOS,0,1
612.9749950234509,11,KL,GA,ICICI,BOI,P2P,4,551.5402975241548,iOS,1,0
1607.5908526264311,22,AP,KA,KOTAK,IDBI,P2M,4,1224.149328413304,iOS,0,1
961.7141481076662,9,AP,AP,KOTAK,UBI,P2M,3,371.05869589691423,iOS,1,0
2101.593463301393,22,AP,AP,ICICI,AXIS,P2M,0,730.2953404997533,FeaturePhone,1,1
2737.4655516548546,0,TN,AP,AXIS,PNB,P2P,1,718.7420947059396,Android,1,1
846.690683099924,16,KL,GA,PNB,ICICI,P2P,10,911.3146679748802,Android,1,0
6684.016099670219,2,HR,GJ,UBI,ICICI,P2P,5,628.6954048904618,FeaturePhone,1,1
6179.046385124744,2,MP,GJ,AXIS,AXIS,P2P,1,798.6699568997105,Android,0,1
1095.2374444327806,3,DL,RJ,BOI,CANARA,P2P,5,994.0959861230277,iOS,0,1
1332.5691761063213,9,KA,DL,CANARA,IDBI,P2P,12,1265.8266931204623,iOS,1,0
710.0119015769383,14,GA,UP,UBI,AXIS,P2P,28,619.5456284169488,Android,1,0
1158.0124982576517,21,HR,GJ,BOI,IDBI,P2P,20,741.7886162681597,Android,1,0
200.0,22,DL,MP,BOI,KOTAK,P2M,1,1028.9573219531342,Android,1,1
7942.743706350769,1,UP,WB,UBI,PNB,P2M,4,1022.6302145620296,iOS,0,1
1834.9630376177984,3,HR,HR,KOTAK,AXIS,P2M,1,655.7598966941893,Android,0,1
1118.3770390198022,8,DL,BR,IDBI,UBI,P2M,4,1170.8669218146956,Android,0,0
4822.092839454983,23,UP,WB,HDFC,KOTAK,P2M,2,1396.9840312288375,iOS,0,1
4353.555908952284,3,HR,MP,BOI,ICICI,P2P,3,898.5873324840452,Android,0,1
848.9932805104812,21,TS,RJ,SBI,HDFC,P2P,4,1046.6434772194496,Android,1,0
937.7478808088591,17,MH,UP,ICICI,PNB,P2M,29,295.09485520388426,Android,1,0
1077.1286366694414,7,MH,BR,PNB,HDFC,P2P,12,727.448120343523,iOS,1,0
876.4738884666444,20,BR,WB,ICICI,HDFC,P2M,27,604.3740171150574,Android,1,0
1219.2352181482424,7,MP,BR,AXIS,IDBI,P2M,12,711.0327626591841,Android,1,0
337.3711391520344,13,GJ,TN,SBI,ICICI,P2M,27,951.930809673743,Android,1,0
1105.957661229011,18,KA,MP,UBI,BOI,P2P,28,209.6511405398801,Android,1,0
1178.5283804168384,19,TN,TN,SBI,HDFC,P2M,19,913.1010732211662,Android,1,0
5408.912178864076,22,MH,MP,AXIS,BOI,P2M,1,685.9890552213996,iOS,0,1
749.4295373167138,18,WB,WB,PNB,UBI,P2P,8,1288.769161116125,iOS,1,0
5916.326006468322,0,TS,MP,SBI,CANARA,P2P,1,204.04610909787885,Android,0,1
3737.576640904882,4,WB,GJ,ICICI,KOTAK,P2M,5,1.0,Android,0,1
1126.6651312828844,17,MP,MP,BOI,SBI,P2P,16,1206.037139518241,iOS,1,0
1084.0834528021571,19,HR,KL,PNB,AXIS,P2M,29,1002.7730764411097,Android,1,0
884.1974639417323,7,WB,UP,CANARA,KOTAK,P2P,4,1395.3256729400819,FeaturePhone,1,0
605.2652345757444,18,KL,GJ,SBI,KOTAK,P2M,1,1164.8909114853025,iOS,1,0
6984.384397191091,3,BR,HR,PNB,KOTAK,P2M,2,7.0474293291219965,iOS,0,1
1337.9320941510682,13,MP,BR,SBI,CANARA,P2P,11,627.5653490380686,Android,0,0
5047.9720040787315,22,UP,KA,UBI,CANARA,P2P,1,631.3887380391513,Android,0,1
1095.1282464147137,15,TS,TS,IDBI,BOI,P2P,28,605.7866321314378,Android,1,0
882.9320116512544,18,GJ,RJ,BOI,KOTAK,P2P,18,842.0967126582892,Android,1,0
4332.551789673879,22,KL,GA,KOTAK,CANARA,P2M,0,33.70504858788297,Android,0,1
1003.9634732083399,6,DL,MH,AXIS,ICICI,P2P,24,596.4431812732978,Android,1,0
568.4760696879077,13,GJ,HR,CANARA,IDBI,P2M,6,561.7620579268541,Android,0,0
6743.54648228725,0,GA,BR,UBI,ICICI,P2M,3,483.12093967320175,iOS,0,1
5943.582266426906,0,TN,MH,UBI,PNB,P2M,4,1187.8963478833398,Android,1,1
1593.8463668621434,4,MH,KA,UBI,CANARA,P2M,2,533.3398252936622,iOS,1,1
320.1425208367217,17,KL,UP,IDBI,HDFC,P2M,28,823.0354419351676,iOS,1,0
3667.342823481342,3,TS,KL,BOI,ICICI,P2M,0,376.6613491425526,Android,0,1
11129.785397843103,1,MH,TS,IDBI,KOTAK,P2P,1,934.9957068142971,Android,0,1
806.1544000584049,16,HR,HR,HDFC,CANARA,P2M,29,605.1646167043203,Android,1,0
7982.086296962861,3,MH,GJ,IDBI,PNB,P2P,5,1098.0518211448932,Android,1,1
2853.836867026947,4,BR,UP,KOTAK,ICICI,P2M,4,828.5216571823651,FeaturePhone,1,1
889.3903437437974,11,TN,MH,AXIS,UBI,P2P,4,851.5419457808591,iOS,1,0
5966.031547182015,1,HR,MP,KOTAK,ICICI,P2M,3,874.2347069776869,Android,1,1
722.5133534115337,15,TS,MH,CANARA,CANARA,P2P,15,1148.538086332636,Android,0,0
910.535106201557,7,UP,BR,AXIS,KOTAK,P2P,5,545.569522585517,Android,0,0
7593.762217933523,22,TS,BR,CANARA,CANARA,P2M,5,979.5910315474201,Android,0,1
6504.791188484247,2,RJ,TN,SBI,UBI,P2M,1,808.5268097403548,Android,1,1
507.8401404243339,16,DL,TN,ICICI,CANARA,P2M,24,910.6930818587444,Android,1,0
830.7769435817752,10,KA,GA,ICICI,ICICI,Refund,16,805.2071080096337,Android,1,0
1287.5481548344503,8,MP,BR,BOI,IDBI,P2P,11,940.062572004108,Android,1,0
844.4033985453831,16,MH,RJ,BOI,CANARA,P2M,6,691.739188908938,Android,1,0
1182.673251196249,14,RJ,RJ,AXIS,ICICI,P2M,4,1091.4964373181651,Android,0,0
6726.530409568066,0,UP,KA,PNB,SBI,P2P,3,720.7471714800615,Android,1,1
727.977555706105,16,GA,KL,HDFC,SBI,P2P,4,889.0650326380835,Android,1,0
870.10281076802,10,MP,AP,IDBI,BOI,P2M,5,938.392536186193,Android,1,0
1252.7800199334408,16,AP,KA,UBI,KOTAK,P2P,12,1107.6861870648358,Android,0,0
448.1352435987286,19,GJ,KA,KOTAK,KOTAK,P2M,1,815.2566157994437,Android,1,0
1049.4126702546234,12,AP,RJ,BOI,PNB,P2P,13,265.9304011968868,Android,1,0
